Afghanistan	Pakistan	60200
Netherlands	Denmark	45503
Netherlands	Dominican Republic	113
Netherlands	Ecuador	1241
Netherlands	Egypt	6
Netherlands	Estonia	1888
Netherlands	Ethiopia	81
Netherlands	Finland	22400
Netherlands	France	201854
Netherlands	Germany	590323
Netherlands	Ghana	22897
Netherlands	Greece	1258
Netherlands	Guatemala	26135
Netherlands	Guinea	47
Netherlands	Honduras	10782
Netherlands	Hong Kong (SARC)	309
Netherlands	Hungary	83
Netherlands	Iceland	526
Netherlands	India	24744
Netherlands	Indonesia	891829
Netherlands	Ireland	7502
Netherlands	Israel	122
Netherlands	Italy	47368
Netherlands	Japan	5722
Netherlands	Kazakhstan	1
Netherlands	Lebanon	3
Netherlands	Liberia	19
Netherlands	Malaysia	1042465
Netherlands	Mali	1
Netherlands	Mexico	10113
Netherlands	Morocco	1543
Netherlands	Netherland Antilles	1
Netherlands	New Zealand	24
Netherlands	Nigeria	239
Netherlands	Norway	13805
Netherlands	Palestine	99
Netherlands	Papua New Guinea	101874
Netherlands	Paraguay	1435
Netherlands	Peru	8123
Netherlands	Philippines	238765
Netherlands	Poland	8160
Netherlands	Portugal	334
Netherlands	Republic of Korea	94
Netherlands	Romania	9594
Netherlands	Russian Federation	44028
Netherlands	Serbia	1
Netherlands	Singapore	4802
Netherlands	Slovakia	12
Netherlands	South Africa	11869
Netherlands	Spain	45080
Netherlands	Sri Lanka	77
Netherlands	Suriname	10
Netherlands	Sweden	6461
Netherlands	Switzerland	10988
Netherlands	Syrian Arab Republic	4
Netherlands	Thailand	43603
Netherlands	Togo	22173
Netherlands	Tunisia	4
Netherlands	Turkey	746
Netherlands	Ukraine	115118
Netherlands	United Arab Emirates	651
Netherlands	United Kingdom	121501
Netherlands	United Republic of Tanzania	27
Netherlands	United States of America	125535
New Caledonia	Albania	1
New Caledonia	Argentina	224
New Caledonia	Australia	3457
New Caledonia	Belgium	1741
New Caledonia	Burkina Faso	1
New Caledonia	Canada	7
New Caledonia	China	20
New Caledonia	France	4610
New Caledonia	Germany	3
New Caledonia	Greece	2
New Caledonia	Hong Kong (SARC)	17
New Caledonia	Italy	776
New Caledonia	Malaysia	555
New Caledonia	Netherlands	597
New Caledonia	New Zealand	264
New Caledonia	Russian Federation	399
New Caledonia	Senegal	162
New Caledonia	Singapore	195
New Caledonia	South Africa	12
New Caledonia	Spain	323
New Caledonia	Switzerland	2
New Caledonia	Thailand	2
New Caledonia	United Kingdom	150
New Caledonia	United States of America	215
New Caledonia	Vanuatu	11
New Caledonia	Viet Nam	4
New Caledonia	Wallis and Futuna Islands	2
New Zealand	Argentina	4069
New Zealand	Australia	67380
New Zealand	Austria	1
New Zealand	Belgium	367
New Zealand	Bolivia	3
New Zealand	Bosnia and Herzegovina	5
New Zealand	Brazil	15858
New Zealand	Canada	2865
New Zealand	Chile	15
New Zealand	China	2796
New Zealand	Chinese Taipei	1339
New Zealand	Colombia	32
New Zealand	Denmark	554
New Zealand	Fiji	446
New Zealand	France	90
New Zealand	Germany	1447
New Zealand	Greece	225
New Zealand	Hong Kong (SARC)	33
New Zealand	Iceland	2425
New Zealand	India	1258
New Zealand	Indonesia	7120
New Zealand	Israel	34
New Zealand	Italy	8922
New Zealand	Japan	879
New Zealand	Kenya	117
New Zealand	Lebanon	3
New Zealand	Malaysia	62276
New Zealand	Mexico	86
New Zealand	Netherlands	1215
New Zealand	Norway	580
New Zealand	Pakistan	1
New Zealand	Peru	421
New Zealand	Philippines	40
New Zealand	Portugal	1
New Zealand	Republic of Korea	192
New Zealand	Russian Federation	2
New Zealand	Samoa	126
New Zealand	Saudi Arabia	7
New Zealand	Singapore	7787
New Zealand	South Africa	7
New Zealand	Spain	11029
New Zealand	Sri Lanka	8
New Zealand	Sweden	7
New Zealand	Switzerland	127
New Zealand	Syrian Arab Republic	1
New Zealand	Thailand	3711
New Zealand	Tonga	1
New Zealand	Turkey	677
New Zealand	United Arab Emirates	321
New Zealand	United Kingdom	818
New Zealand	United States of America	12751
New Zealand	Vanuatu	228
Niger	Belgium	39
Niger	Benin	60
Niger	Brazil	50
Niger	Burkina Faso	7
Niger	Canada	74
Niger	China	12
Niger	CutedIvoire	3769
Niger	Finland	154
Niger	France	150
Niger	Ghana	52
Niger	Indonesia	396
Niger	Italy	95
Niger	Lebanon	3
Niger	Malaysia	21564
Niger	Morocco	21
Niger	Nigeria	4
Niger	Saudi Arabia	313
Niger	Singapore	377
Niger	Spain	49
Niger	Thailand	26
Niger	Togo	4
Niger	United States of America	682
Nigeria	Afghanistan	1125
Nigeria	Albania	407
Nigeria	Algeria	2708
Nigeria	Andorra	2
Nigeria	Argentina	900
Nigeria	Australia	4941
Nigeria	Austria	2
Nigeria	Bangladesh	38
Nigeria	Barbados	2438
Nigeria	Belgium	739
Nigeria	Belize	7890
Nigeria	Benin	647
Nigeria	Bolivia	28
Nigeria	Botswana	300
Nigeria	Brazil	1914
Nigeria	Canada	4361
Nigeria	China	2705
Nigeria	Chinese Taipei	478
Nigeria	CutedIvoire	764
Nigeria	France	715
Nigeria	Germany	10998
Nigeria	Ghana	2830
Nigeria	Hong Kong (SARC)	530
Nigeria	India	1418
Nigeria	Indonesia	2370
Nigeria	Iran (Islamic Republic of)	84
Nigeria	Iraq	300
Nigeria	Ireland	50
Nigeria	Italy	2969
Nigeria	Lebanon	808
Nigeria	Malaysia	3900
Nigeria	Morocco	87
Nigeria	Netherlands	2803
Nigeria	Saudi Arabia	440
Nigeria	Singapore	1348
Nigeria	South Africa	865
Nigeria	Spain	341
Nigeria	Syrian Arab Republic	139
Nigeria	Togo	4945
Nigeria	Turks and Caicos Islands	16
Nigeria	United Arab Emirates	1978
Nigeria	United Kingdom	18186
Nigeria	United States of America	38725
Nigeria	Uruguay	6593
Nigeria	Viet Nam	222
Nigeria	Yemen	17
Niue	New Zealand	46
Norfolk Island	Australia	12
Norfolk Island	New Zealand	49
Northern Mariana Islands	Hong Kong (SARC)	40
Northern Mariana Islands	Indonesia	22
Northern Mariana Islands	Italy	29
Northern Mariana Islands	Japan	31
Northern Mariana Islands	New Zealand	1
Northern Mariana Islands	Republic of Korea	3
Northern Mariana Islands	Thailand	2
Norway	Argentina	120
Norway	Australia	80
Norway	Austria	560
Norway	Belarus	18253
Norway	Belgium	7496
Norway	Bulgaria	2
Norway	Canada	3146
Norway	Chile	20947
Norway	China	464
Norway	Chinese Taipei	6
Norway	Costa Rica	3
Norway	Croatia	4
Norway	Cyprus	5
Norway	CutedIvoire	1
Norway	Denmark	93647
Norway	Egypt	5
Norway	Estonia	1
Norway	Faroe Islands	79
Norway	Finland	36433
Norway	France	9838
Norway	Germany	18673
Norway	Ghana	6
Norway	Greece	1844
Norway	Hong Kong (SARC)	2
Norway	Hungary	5
Norway	Iceland	62378
Norway	India	98
Norway	Iran (Islamic Republic of)	6
Norway	Ireland	284
Norway	Israel	4
Norway	Italy	4834
Norway	Japan	234
Norway	Lebanon	3
Norway	Lithuania	12635
Norway	Malaysia	57432
Norway	Morocco	24490
Norway	Namibia	282
Norway	Netherlands	34515
Norway	New Zealand	205
Norway	Nigeria	8
Norway	Pakistan	77
Norway	Peru	119763
Norway	Philippines	6
Norway	Poland	415
Norway	Portugal	45
Norway	Republic of Korea	1
Norway	Romania	72
Norway	Senegal	2
Norway	Singapore	54
Norway	South Africa	63
Norway	Spain	11259
Norway	Sri Lanka	13
Norway	Sweden	93816
Norway	Switzerland	584
Norway	Syrian Arab Republic	1
Norway	Thailand	1610
Norway	Tunisia	11
Norway	Turkey	7531
Norway	Ukraine	17004
Norway	United Kingdom	41620
Norway	United States of America	20505
Norway	Uruguay	130
Oman	Argentina	32813
Oman	Australia	261
Oman	Bangladesh	3
Oman	Belgium	102
Oman	Brazil	2229
Oman	Canada	92
Oman	China	15675
Oman	Cyprus	28
Oman	Egypt	184
Oman	France	671
Oman	Germany	53
Oman	India	617
Oman	Indonesia	262
Oman	Italy	166
Oman	Japan	56
Oman	Jordan	8
Oman	Kuwait	13
Oman	Lebanon	148
Oman	Malaysia	98471
Oman	Malta	63
Oman	Netherlands	85
Oman	Saudi Arabia	2893
Oman	Singapore	984
Oman	Somalia	32
Oman	South Africa	16987
Oman	Spain	992
Oman	Sudan	1
Oman	Switzerland	41
Oman	Thailand	1
Oman	Ukraine	10662
Oman	United Arab Emirates	26103
Oman	United Kingdom	55
Oman	United States of America	4226
Oman	Yemen	31
Pakistan	Argentina	39376
Pakistan	Australia	19072
Pakistan	Austria	6
Pakistan	Bahrain	18
Pakistan	Belgium	82
Pakistan	Brazil	19111
Pakistan	China	230
Pakistan	Chinese Taipei	435
Pakistan	Denmark	6
Pakistan	Egypt	12
Pakistan	France	33
Pakistan	Germany	310
Pakistan	Greece	7
Pakistan	Guinea	55
Pakistan	India	657
Pakistan	Indonesia	450833
Pakistan	Ireland	2
Pakistan	Italy	10307
Pakistan	Japan	77
Pakistan	Kuwait	853
Pakistan	Lebanon	7
Pakistan	Madagascar	1
Pakistan	Malaysia	1246398
Pakistan	Mexico	61
Pakistan	Netherlands	497
Pakistan	New Zealand	5738
Pakistan	Norway	425
Pakistan	Oman	154
Pakistan	Papua New Guinea	301
Pakistan	Philippines	1066
Pakistan	Qatar	120
Pakistan	Republic of Korea	191
Pakistan	Saudi Arabia	1301
Pakistan	Singapore	22519
Pakistan	Solomon Islands	49
Pakistan	South Africa	1
Pakistan	Spain	3639
Pakistan	Sri Lanka	272
Pakistan	Switzerland	84
Pakistan	Syrian Arab Republic	17
Pakistan	Thailand	1233
Pakistan	Tunisia	2
Pakistan	Turkey	1888
Pakistan	United Arab Emirates	1984
Pakistan	United Kingdom	97
Pakistan	United States of America	36989
Pakistan	Uruguay	13013
Pakistan	Viet Nam	217
Palau	Australia	3
Palau	Chinese Taipei	88
Palau	Philippines	8
Palau	Republic of Korea	12
Palau	United States of America	88
Panama	Argentina	7164
Panama	Belgium	143
Panama	Bolivia	5165
Panama	Brazil	455
Panama	Chile	33
Panama	China	26
Panama	Colombia	3666
Panama	Costa Rica	5913
Panama	El Salvador	381
Panama	France	2
Panama	Germany	20
Panama	Greece	32
Panama	Guatemala	9523
Panama	Hong Kong (SARC)	2
Panama	Indonesia	283
Panama	Italy	305
Panama	Jamaica	53
Panama	Mexico	27
Panama	Netherlands	1422
Panama	Portugal	83
Panama	Spain	1554
Panama	Turkey	192
Panama	United States of America	20520
Paraguay	Argentina	8179
Paraguay	Bolivia	136
Paraguay	Brazil	8810
Paraguay	Chile	181
Paraguay	China	7
Paraguay	Denmark	112
Paraguay	Germany	52
Paraguay	India	4
Paraguay	Indonesia	37
Paraguay	Italy	99
Paraguay	Lebanon	29
Paraguay	Netherlands	2
Paraguay	Portugal	28
Paraguay	Spain	383
Paraguay	United States of America	2
Paraguay	Uruguay	95
Philippines	Argentina	1331
Philippines	Australia	6697
Philippines	Belgium	523
Philippines	Brazil	29
Philippines	Canada	320
Philippines	Chile	1046
Philippines	China	1424
Philippines	Chinese Taipei	133
Philippines	Czech Republic	295
Philippines	Denmark	2618
Philippines	France	1617
Philippines	Germany	1230
Philippines	Hong Kong (SARC)	436
Philippines	Iceland	41
Philippines	India	261
Philippines	Indonesia	31191
Philippines	Iran (Islamic Republic of)	50
Philippines	Israel	35
Philippines	Italy	841
Philippines	Japan	529
Philippines	Malaysia	144716
Philippines	Netherlands	86
Philippines	New Zealand	2694
Philippines	Norway	50
Philippines	Poland	1
Philippines	Republic of Korea	2432
Philippines	Saudi Arabia	193
Philippines	Singapore	9644
Philippines	Spain	1203
Philippines	Sweden	5184
Philippines	Switzerland	2760
Philippines	Thailand	8298
Philippines	Turkey	466
Philippines	United Arab Emirates	1282
Philippines	United Kingdom	115
Philippines	United States of America	3333
Philippines	Viet Nam	213
Pitcairn	Australia	2
Poland	Argentina	172
Poland	Australia	2
Poland	Austria	10287
Poland	Belarus	250
Poland	Belgium	38848
Poland	Bosnia and Herzegovina	5
Poland	Brazil	9867
Poland	Bulgaria	98
Poland	Canada	170
Poland	Chile	19
Poland	China	487
Poland	Czech Republic	20041
Poland	Denmark	22487
Poland	Ecuador	7
Poland	Estonia	963
Poland	Falkland Islands (Malvinas)	3
Poland	Finland	378
Poland	France	5200
Poland	Germany	262052
Poland	Greece	3212
Poland	Hong Kong (SARC)	4
Poland	Hungary	11208
Poland	Iceland	1443
Poland	India	867
Poland	Indonesia	14062
Poland	Israel	15
Poland	Italy	37522
Poland	Japan	20
Poland	Lao People's Democratic Republic	198
Poland	Latvia	53
Poland	Lebanon	15
Poland	Lithuania	11532
Poland	Malaysia	44913
Poland	Mexico	120
Poland	Morocco	21
Poland	Netherlands	155592
Poland	Norway	1159
Poland	Peru	9
Poland	Philippines	35
Poland	Portugal	27
Poland	Republic of Korea	19
Poland	Republic of Moldova	263
Poland	Romania	3228
Poland	Russian Federation	9782
Poland	Singapore	10
Poland	Slovakia	1157
Poland	Slovenia	2186
Poland	South Africa	25
Poland	Spain	10985
Poland	Sri Lanka	1
Poland	Sweden	32453
Poland	Switzerland	73291
Poland	Syrian Arab Republic	4
Poland	Thailand	1267
Poland	Togo	1
Poland	Turkey	15
Poland	Uganda	2
Poland	Ukraine	50198
Poland	United Kingdom	5864
Poland	United States of America	3003
Poland	Uruguay	85
Poland	Vanuatu	2
Poland	Viet Nam	24
Portugal	Argentina	23614
Portugal	Austria	247
Portugal	Belgium	11609
Portugal	Brazil	7577
Portugal	Bulgaria	13
Portugal	Canada	127
Portugal	China	212
Portugal	Croatia	2
Portugal	Denmark	6946
Portugal	Estonia	7
Portugal	France	3799
Portugal	Germany	6700
Portugal	Ghana	715
Portugal	Greece	863
Portugal	Guinea-Bissau	40
Portugal	Iceland	18
Portugal	India	101
Portugal	Indonesia	39098
Portugal	Italy	3112
Portugal	Japan	1
Portugal	Kenya	116
Portugal	Malaysia	12184
Portugal	Morocco	5
Portugal	Netherlands	7852
Portugal	Panama	318
Portugal	Poland	3
Portugal	Republic of Korea	380
Portugal	Sao Tome and Principe	173
Portugal	Saudi Arabia	55
Portugal	Senegal	420
Portugal	Singapore	15
Portugal	South Africa	1
Portugal	Spain	431246
Portugal	Sweden	409
Portugal	Switzerland	30
Portugal	Thailand	2
Portugal	United Kingdom	963
Portugal	United States of America	182
Qatar	Argentina	34
Qatar	Australia	113
Qatar	Austria	4
Qatar	Bangladesh	21
Qatar	Belgium	76
Qatar	Canada	73
Qatar	China	12
Qatar	Chinese Taipei	1
Qatar	Czech Republic	4
Qatar	Egypt	367
Qatar	France	8
Qatar	Germany	442
Qatar	India	483
Qatar	Indonesia	652
Qatar	Iran (Islamic Republic of)	5671
Qatar	Italy	528
Qatar	Japan	29
Qatar	Jordan	146
Qatar	Kuwait	311
Qatar	Lebanon	389
Qatar	Malaysia	1885
Qatar	Netherlands	77
Qatar	Oman	4120
Qatar	Palestine	223
Qatar	Saudi Arabia	12716
Qatar	Singapore	1028
Qatar	Spain	2034
Qatar	Sweden	35
Qatar	Syrian Arab Republic	469
Qatar	Thailand	1
Qatar	Tunisia	777
Qatar	Turkey	296
Qatar	United Arab Emirates	43735
Qatar	United Kingdom	59
Qatar	United States of America	628
Qatar	Yemen	3
Republic of Korea	Antigua and Barbuda	13361
Republic of Korea	Argentina	235757
Republic of Korea	Australia	32218
Republic of Korea	Austria	27
Republic of Korea	Bangladesh	9
Republic of Korea	Belgium	1372
Republic of Korea	Brazil	21315
Republic of Korea	Bulgaria	8
Republic of Korea	Canada	94715
Republic of Korea	Chile	5875
Republic of Korea	China	15801
Republic of Korea	Chinese Taipei	3238
Republic of Korea	Colombia	157
Republic of Korea	Denmark	284
Republic of Korea	Egypt	46
Republic of Korea	Finland	12
Republic of Korea	France	14003
Republic of Korea	Germany	4486
Republic of Korea	Ghana	5
Republic of Korea	Greece	653
Republic of Korea	Guinea	19
Republic of Korea	Hong Kong (SARC)	216
Republic of Korea	Hungary	23
Republic of Korea	Iceland	453
Republic of Korea	India	11958
Republic of Korea	Indonesia	92345
Republic of Korea	Israel	310
Republic of Korea	Italy	28474
Republic of Korea	Japan	22480
Republic of Korea	Madagascar	13
Republic of Korea	Malaysia	247975
Republic of Korea	Mali	11
Republic of Korea	Malta	2
Republic of Korea	Mexico	33
Republic of Korea	Morocco	454
Republic of Korea	Namibia	276
Republic of Korea	Netherlands	3324
Republic of Korea	New Zealand	2430
Republic of Korea	Norway	1532
Republic of Korea	Pakistan	96
Republic of Korea	Peru	2577
Republic of Korea	Philippines	6861
Republic of Korea	Portugal	1458
Republic of Korea	Russian Federation	18
Republic of Korea	Singapore	2772
Republic of Korea	South Africa	12
Republic of Korea	Spain	66601
Republic of Korea	Sweden	2609
Republic of Korea	Switzerland	148
Republic of Korea	Thailand	17751
Republic of Korea	Turkey	5139
Republic of Korea	United Arab Emirates	4
Republic of Korea	United Kingdom	438
Republic of Korea	United States of America	186296
Republic of Korea	Viet Nam	1391
Republic of Moldova	Belgium	11
Republic of Moldova	Bulgaria	85
Republic of Moldova	China	57
Republic of Moldova	Denmark	2293
Republic of Moldova	Finland	8
Republic of Moldova	France	46
Republic of Moldova	Germany	137
Republic of Moldova	Greece	174
Republic of Moldova	India	24
Republic of Moldova	Indonesia	1510
Republic of Moldova	Italy	906
Republic of Moldova	Malaysia	1624
Republic of Moldova	Netherlands	8
Republic of Moldova	Poland	176
Republic of Moldova	Romania	1432
Republic of Moldova	Russian Federation	4103
Republic of Moldova	Spain	526
Republic of Moldova	Switzerland	3
Republic of Moldova	Turkey	114
Republic of Moldova	Ukraine	7149
Republic of Moldova	United Kingdom	7
Republic of Moldova	United States of America	30
Romania	Argentina	7265
Romania	Austria	2538
Romania	Belgium	2071
Romania	Brazil	69
Romania	Bulgaria	26772
Romania	Cameroon	1
Romania	China	40
Romania	Czech Republic	3259
Romania	Denmark	7803
Romania	Egypt	925
Romania	Finland	684
Romania	France	718
Romania	Germany	24477
Romania	Greece	6616
Romania	Hungary	80287
Romania	Iceland	37
Romania	India	21
Romania	Indonesia	7374
Romania	Ireland	1
Romania	Israel	31
Romania	Italy	20018
Romania	Latvia	14
Romania	Lebanon	32
Romania	Malaysia	23966
Romania	Netherlands	24735
Romania	Norway	150
Romania	Philippines	272
Romania	Poland	12483
Romania	Portugal	96
Romania	Republic of Korea	159
Romania	Republic of Moldova	32259
Romania	Russian Federation	2400
Romania	Serbia	237
Romania	Slovakia	120
Romania	Spain	4807
Romania	Sri Lanka	2789
Romania	Sweden	10605
Romania	Switzerland	90
Romania	Syrian Arab Republic	5
Romania	Thailand	3
Romania	Turkey	8152
Romania	Ukraine	8558
Romania	United Kingdom	108
Romania	United States of America	576
Romania	Viet Nam	35
Russian Federation	Algeria	9
Russian Federation	Argentina	8844
Russian Federation	Australia	143
Russian Federation	Austria	133
Russian Federation	Azerbaijan	55
Russian Federation	Belgium	27493
Russian Federation	Brazil	33796
Russian Federation	Bulgaria	6144
Russian Federation	Chile	102
Russian Federation	China	1970
Russian Federation	Chinese Taipei	344
Russian Federation	Croatia	151
Russian Federation	Cyprus	14
Russian Federation	Czech Republic	17
Russian Federation	Denmark	21833
Russian Federation	Ecuador	37
Russian Federation	Egypt	58
Russian Federation	Estonia	1058
Russian Federation	Finland	5679
Russian Federation	France	1130
Russian Federation	Germany	31629
Russian Federation	Ghana	2
Russian Federation	Greece	2945
Russian Federation	Hungary	461
Russian Federation	Iceland	1271
Russian Federation	India	3868
Russian Federation	Indonesia	203417
Russian Federation	Ireland	56
Russian Federation	Israel	41
Russian Federation	Italy	45907
Russian Federation	Japan	137
Russian Federation	Jordan	475
Russian Federation	Kazakhstan	82
Russian Federation	Latvia	71
Russian Federation	Lithuania	8596
Russian Federation	Madagascar	4
Russian Federation	Malaysia	578722
Russian Federation	Mauritania	19
Russian Federation	Mexico	52
Russian Federation	Morocco	7
Russian Federation	Netherlands	147963
Russian Federation	Norway	5602
Russian Federation	Philippines	2003
Russian Federation	Poland	1271
Russian Federation	Portugal	7
Russian Federation	Republic of Korea	5496
Russian Federation	Republic of Moldova	15993
Russian Federation	Romania	126
Russian Federation	Singapore	2649
Russian Federation	Slovakia	1286
Russian Federation	Slovenia	157
Russian Federation	South Africa	190
Russian Federation	Spain	43389
Russian Federation	Sri Lanka	113
Russian Federation	Sweden	6748
Russian Federation	Switzerland	20
Russian Federation	Syrian Arab Republic	357
Russian Federation	Thailand	1
Russian Federation	Tunisia	3647
Russian Federation	Turkey	3962
Russian Federation	Ukraine	377401
Russian Federation	United Arab Emirates	212
Russian Federation	United Kingdom	10421
Russian Federation	United States of America	1551
Russian Federation	Uruguay	58
Russian Federation	Uzbekistan	34
Rwanda	Belgium	18
Rwanda	Burundi	17
Rwanda	China	1
Rwanda	Democratic Republic of the Congo	2015
Rwanda	Egypt	3
Rwanda	Germany	264
Rwanda	India	321
Rwanda	Indonesia	1943
Rwanda	Kenya	6353
Rwanda	Malawi	22
Rwanda	Netherlands	2
Rwanda	Uganda	19080
Rwanda	United Arab Emirates	44
Rwanda	United Republic of Tanzania	8
Rwanda	United States of America	2149
Saint Helena	South Africa	88
Saint Helena	United Kingdom	63
Saint Vincent and the Grenadines	Barbados	2586
Saint Vincent and the Grenadines	Canada	77
Saint Vincent and the Grenadines	Colombia	19
Saint Vincent and the Grenadines	France	3
Saint Vincent and the Grenadines	Germany	2
Saint Vincent and the Grenadines	Greece	2
Saint Vincent and the Grenadines	Guyana	20
Saint Vincent and the Grenadines	Italy	30
Saint Vincent and the Grenadines	Netherlands	1
Saint Vincent and the Grenadines	Spain	7
Saint Vincent and the Grenadines	Sweden	1
Saint Vincent and the Grenadines	Trinidad and Tobago	300
Saint Vincent and the Grenadines	United Kingdom	6
Saint Vincent and the Grenadines	United States of America	485
Samoa	Australia	56
Samoa	China	116
Samoa	Fiji	113
Samoa	Indonesia	667
Samoa	Japan	1
Samoa	New Zealand	466
Samoa	Papua New Guinea	117
Samoa	Singapore	94
Samoa	United States of America	1130
Sao Tome and Principe	Angola	5
Sao Tome and Principe	Belgium	8
Sao Tome and Principe	Gabon	2
Sao Tome and Principe	Indonesia	201
Sao Tome and Principe	Malaysia	276
Sao Tome and Principe	Portugal	3570
Senegal	Argentina	44135
Senegal	Belgium	1161
Senegal	Brazil	49176
Senegal	Burkina Faso	3
Senegal	Canada	11145
Senegal	China	279
Senegal	CutedIvoire	40363
Senegal	Denmark	73
Senegal	Egypt	135
Senegal	France	14552
Senegal	Gambia	368
Senegal	Germany	51
Senegal	Greece	2
Senegal	India	1
Senegal	Indonesia	6945
Senegal	Italy	40
Senegal	Lebanon	4
Senegal	Malawi	40
Senegal	Malaysia	12786
Senegal	Morocco	1973
Senegal	Netherlands	196
Senegal	Portugal	54
Senegal	Singapore	766
Senegal	Spain	4711
Senegal	Thailand	68
Senegal	Timor-Leste	329
Senegal	Togo	14751
Senegal	Tunisia	8602
Senegal	Turkey	3
Senegal	United Arab Emirates	292
Senegal	United States of America	10374
Serbia	Australia	12
Serbia	Austria	118
Serbia	Belgium	622
Serbia	Bosnia and Herzegovina	541
Serbia	Brazil	7
Serbia	Bulgaria	2095
Serbia	Canada	23
Serbia	China	628
Serbia	Chinese Taipei	417
Serbia	Croatia	1111
Serbia	Denmark	1587
Serbia	France	160
Serbia	Germany	7309
Serbia	Greece	1260
Serbia	Hungary	2
Serbia	Iceland	20
Serbia	India	72
Serbia	Indonesia	1756
Serbia	Israel	1
Serbia	Italy	6388
Serbia	Malaysia	4215
Serbia	Montenegro	4
Serbia	Netherlands	16494
Serbia	Norway	2
Serbia	Philippines	5
Serbia	Poland	275
Serbia	Republic of Moldova	1796
Serbia	Romania	1
Serbia	Russian Federation	5054
Serbia	Singapore	118
Serbia	Slovenia	1511
Serbia	Spain	1118
Serbia	Sweden	1797
Serbia	Thailand	3
Serbia	The former Yugoslav Republic of Macedonia	90
Serbia	Turkey	989
Serbia	Ukraine	6868
Serbia	United Kingdom	432
Serbia	United States of America	279
Seychelles	Australia	30
Seychelles	Belgium	30
Seychelles	Canada	2
Seychelles	China	3
Seychelles	Denmark	1
Seychelles	France	89
Seychelles	French South Antarctic Territories	2
Seychelles	Germany	5
Seychelles	Ghana	118
Seychelles	India	4
Seychelles	Indonesia	6
Seychelles	Italy	98
Seychelles	Malaysia	41
Seychelles	Mauritius	1795
Seychelles	Netherlands	648
Seychelles	New Zealand	1
Seychelles	Oman	256
Seychelles	Saudi Arabia	21
Seychelles	Singapore	2415
Seychelles	South Africa	393
Seychelles	Spain	7392
Seychelles	Sri Lanka	26
Seychelles	Sweden	7
Seychelles	Thailand	1
Seychelles	Tokelau	11
Seychelles	Tunisia	4
Seychelles	Turkey	664
Seychelles	Turks and Caicos Islands	15
Seychelles	United Arab Emirates	863
Seychelles	United Kingdom	760
Seychelles	United States of America	3
Seychelles	Zimbabwe	3
Sierra Leone	Canada	371
Sierra Leone	Egypt	25
Sierra Leone	Indonesia	1055
Sierra Leone	Italy	2
Sierra Leone	Lebanon	99
Sierra Leone	Malaysia	9445
Sierra Leone	Netherlands	1649
Sierra Leone	Senegal	2
Sierra Leone	Trinidad and Tobago	29
Sierra Leone	Tunisia	127
Sierra Leone	United Kingdom	95
Sierra Leone	United States of America	382
Singapore	Argentina	4636
Singapore	Australia	16044
Singapore	Austria	7
Singapore	Bangladesh	45
Singapore	Belgium	472
Singapore	Brazil	1608
Singapore	Canada	1152
Singapore	Chile	497
Singapore	China	28556
Singapore	Chinese Taipei	2233
Singapore	Cyprus	7
Singapore	Czech Republic	223
Singapore	Denmark	82
Singapore	Egypt	35
Singapore	Fiji	13
Singapore	France	459
Singapore	Germany	318
Singapore	Greece	93
Singapore	Hong Kong (SARC)	972
Singapore	India	4581
Singapore	Indonesia	22901
Singapore	Israel	7
Singapore	Italy	4873
Singapore	Japan	2645
Singapore	Malaysia	612700
Singapore	Mexico	301
Singapore	Morocco	24
Singapore	Myanmar	5
Singapore	Nepal	26
Singapore	Netherlands	237
Singapore	New Zealand	918
Singapore	Norway	681
Singapore	Oman	74
Singapore	Papua New Guinea	2790
Singapore	Philippines	44
Singapore	Portugal	1
Singapore	Republic of Korea	1582
Singapore	Saudi Arabia	16
Singapore	Solomon Islands	416
Singapore	South Africa	6
Singapore	Spain	2805
Singapore	Sri Lanka	58
Singapore	Sweden	22
Singapore	Switzerland	397
Singapore	Thailand	5710
Singapore	Turkey	567
Singapore	United Arab Emirates	7381
Singapore	United Kingdom	1482
Singapore	United States of America	21679
Singapore	Viet Nam	251
Slovakia	Austria	6168
Slovakia	Belarus	109
Slovakia	Belgium	2168
Slovakia	Bulgaria	86
Slovakia	Canada	39
Slovakia	China	2
Slovakia	Croatia	1644
Slovakia	Czech Republic	64102
Slovakia	Denmark	1737
Slovakia	Finland	65
Slovakia	France	649
Slovakia	Germany	29035
Slovakia	Greece	641
Slovakia	Hungary	17348
Slovakia	Iceland	17
Slovakia	India	24
Slovakia	Italy	1578
Slovakia	Japan	9
Slovakia	Latvia	509
Slovakia	Lithuania	81
Slovakia	Malaysia	277
Slovakia	Netherlands	15847
Slovakia	Poland	25645
Slovakia	Portugal	116
Slovakia	Romania	7210
Slovakia	Russian Federation	11
Slovakia	Serbia	1418
Slovakia	Slovenia	121
Slovakia	South Africa	1
Slovakia	Spain	4162
Slovakia	Sweden	4284
Slovakia	Switzerland	5
Slovakia	Thailand	3
Slovakia	Ukraine	1990
Slovakia	United Kingdom	5
Slovakia	United States of America	301
Slovenia	Australia	14
Slovenia	Austria	11447
Slovenia	Belgium	3730
Slovenia	Bosnia and Herzegovina	1340
Slovenia	Bulgaria	64
Slovenia	Canada	5
Slovenia	China	13
Slovenia	Croatia	6634
Slovenia	Czech Republic	2371
Slovenia	Denmark	230
Slovenia	France	244
Slovenia	Germany	3656
Slovenia	Ghana	1
Slovenia	Greece	315
